loan_account_number;customer_type;customer_id;loan_product_type;loan_status_code;loan_status_flag;days_past_due;final_maturity_date;total_installment_count;outstanding_installment_count;paid_installment_count;first_payment_date;original_loan_amount;outstanding_principal_balance;nominal_interest_rate;total_interest_amount;kkdf_rate;kkdf_amount;bsmv_rate;bsmv_amount;grace_period_months;installment_frequency;loan_start_date;loan_closing_date;customer_region_code;sector_code;internal_credit_rating;default_probability;risk_class;customer_segment;internal_rating;external_rating
LOAN_002382;T;CUST_01336;4;A;A;40;20260327;12;8;3;20250425;272100;211040;5.48;3451.91;0;0;4.72;190.82;0;1;20250327;;REGION_45;17;1;0.0299;1;2;10;867
LOAN_002383;V;CUST_00004;4;A;A;0;20250803;0;1;0;20250803;11910;12340;0;0;0;0;5.01;0;0;1;20250520;;REGION_4;17;3;0.0113;1;2;15;106
LOAN_002384;V;CUST_00013;4;A;A;0;20250906;1;0;0;20250906;15930;15480;0;0;0;0;4.65;0;0;1;20250623;;REGION_9;17;10;0.0202;1;2;15;981
LOAN_002385;T;CUST_01337;4;A;A;0;20251207;5;6;0;20250710;291140;269610;4.45;11244.05;0;0;5.17;506.84;0;1;20250609;;REGION_71;17;10;0.0461;1;2;8;606
LOAN_002386;T;CUST_01338;4;A;A;0;20250817;1;1;0;20250718;208180;177390;4.70;3978.96;0;0;4.56;250.90;0;1;20250619;;REGION_18;17;7;0.0263;1;2;3;742
LOAN_002387;T;CUST_01339;4;A;A;0;20260529;12;11;0;20250629;110960;107360;0;0;0;0;5.07;0;0;1;20250529;;REGION_1;17;4;0.0265;1;2;4;918
LOAN_002388;V;CUST_01340;4;A;A;0;20251011;4;4;0;20250714;123660;117380;5.04;5329.32;0;0;4.62;223.96;0;1;20250613;;REGION_1;17;10;0.0250;1;2;5;688
LOAN_002389;T;CUST_01341;4;A;A;43;20260424;10;9;2;20250523;205450;187040;2.69;1591.03;0;0;5.26;82.47;0;1;20250424;;REGION_10;17;3;0.0200;1;2;13;123
LOAN_002390;T;CUST_01342;4;A;A;44;20260328;12;8;3;20250425;52490;43030;3.06;307.40;14.91;44.34;5.48;17.54;0;1;20250328;;REGION_1;17;4;0.0094;1;2;3;612
LOAN_002391;V;CUST_01196;4;A;A;0;20250808;1;1;0;20250711;648430;547370;7.00;36163.11;0;0;4.59;1633.26;0;1;20250610;;REGION_1;17;3;0.0239;1;2;15;768
LOAN_002392;T;CUST_01343;4;A;A;0;20251228;5;5;0;20250728;52120;53480;3.52;244.06;0;0;4.79;12.13;0;1;20250630;;REGION_17;17;10;0.0283;1;2;3;164
LOAN_002393;V;CUST_00894;4;A;A;0;20251214;6;6;0;20250717;186410;225690;6.01;8076.99;0;0;4.68;320.71;0;1;20250616;;REGION_1;17;8;0.0444;1;2;15;686
LOAN_002394;V;CUST_01344;4;A;A;0;20260409;12;10;1;20250509;175010;184700;6.82;9337.87;0;0;5.23;502.86;0;1;20250409;;REGION_10;17;10;0.0208;1;2;3;372
LOAN_002395;V;CUST_00047;4;A;A;0;20250913;1;0;0;20250913;15480;12790;0;0;0;0;4.91;0;0;1;20250630;;REGION_1;17;5;0.0341;1;2;11;935
LOAN_002396;T;CUST_01345;4;A;A;0;20260526;11;10;1;20250626;215910;213290;5.42;2829.53;0;0;4.62;151.18;0;1;20250526;;REGION_10;17;4;0.0386;1;2;9;300
LOAN_002397;V;CUST_01346;4;A;A;0;20250824;1;1;0;20250725;619910;683660;6.93;9510.64;0;0;5.48;571.93;0;1;20250626;;REGION_1;17;2;0.0353;1;2;12;625
LOAN_002398;V;CUST_00037;4;A;A;0;20250914;0;1;0;20250914;11710;13200;0;0;0;0;4.76;0;0;1;20250701;;REGION_1;17;8;0.0338;1;2;15;786
LOAN_002399;T;CUST_00657;4;A;A;0;20250818;0;1;0;20250818;47870;47840;0;0;14.38;0;5.20;0;0;1;20250604;;REGION_1;17;3;0.0484;1;2;6;190
LOAN_002400;V;CUST_00088;4;A;A;0;20250902;1;0;0;20250902;19250;19620;0;0;0;0;4.68;0;0;1;20250619;;REGION_28;17;1;0.0195;1;2;5;297
LOAN_002401;T;CUST_01347;4;A;A;0;20251230;5;6;0;20250730;215340;227770;4.74;724.15;16.22;107.06;5.44;33.55;0;1;20250702;;REGION_1;17;10;0.0433;1;2;15;352
LOAN_002402;V;CUST_00925;4;A;A;0;20251223;6;6;0;20250725;1148990;997110;4.15;14240.45;0;0;4.80;709.65;0;1;20250625;;REGION_8;17;7;0.0253;1;2;15;438
LOAN_002403;T;CUST_01348;4;A;A;51;20260409;11;10;2;20250509;138360;123140;1.72;1832.46;14.32;290.62;5.36;87.28;0;1;20250409;;REGION_4;17;5;0.0200;1;2;11;824
LOAN_002404;V;CUST_00047;4;A;A;0;20250909;0;0;0;20250909;3970;3390;0;0;0;0;4.65;0;0;1;20250626;;REGION_1;17;4;0.0172;1;2;14;850
LOAN_002405;V;CUST_00004;4;A;A;0;20250819;1;1;0;20250819;24160;27240;0;0;0;0;4.78;0;0;1;20250605;;REGION_4;17;10;0.0482;1;2;5;616
LOAN_002406;V;CUST_00034;4;A;A;0;20250910;0;0;0;20250910;7650;7200;0;0;0;0;4.97;0;0;1;20250627;;REGION_17;17;6;0.0451;1;2;9;270
LOAN_002407;V;CUST_00019;4;A;A;0;20250907;1;1;0;20250907;7150;6120;0;0;0;0;4.75;0;0;1;20250624;;REGION_13;17;10;0.0207;1;2;14;357
LOAN_002408;V;CUST_00047;4;A;A;0;20250911;1;1;0;20250911;3250;3320;0;0;0;0;5.33;0;0;1;20250628;;REGION_1;17;9;0.0424;1;2;11;305
LOAN_002409;V;CUST_00013;4;A;A;0;20250823;1;1;0;20250823;16650;16350;0;0;0;0;5.01;0;0;1;20250609;;REGION_9;17;7;0.0439;1;2;7;457
LOAN_002410;V;CUST_00018;4;A;A;0;20250910;1;0;0;20250910;65750;75730;0;0;0;0;5.35;0;0;1;20250627;;REGION_12;17;6;0.0429;1;2;4;511
LOAN_002411;T;CUST_01349;4;A;A;0;20260118;6;7;0;20250721;47990;55700;5.28;1091.19;0;0;4.95;53.73;0;1;20250620;;REGION_21;17;8;0.0273;1;2;6;133
LOAN_002412;V;CUST_00114;4;A;A;0;20250829;1;1;0;20250829;8380;9930;0;0;0;0;5.03;0;0;1;20250615;;REGION_36;17;6;0.0439;1;2;4;14
LOAN_002413;V;CUST_01350;4;A;A;52;20260312;13;8;3;20250411;401880;322480;2.22;6204.89;0;0;5.26;304.81;0;1;20250312;;REGION_1;17;7;0.0436;1;2;3;417
LOAN_002414;V;CUST_00741;4;A;A;0;20250821;2;1;0;20250724;79430;79400;6.68;1545.86;0;0;4.72;100.28;0;1;20250623;;REGION_17;17;10;0.0333;1;2;4;369
LOAN_002415;T;CUST_01351;4;A;A;0;20260310;8;8;0;20250711;155850;148060;3.31;3470.04;0;0;4.61;198.62;0;1;20250610;;REGION_6;17;9;0.0469;1;2;14;41
LOAN_002416;T;CUST_01352;4;A;A;15;20260519;12;12;0;20250619;57110;51240;5.47;1100.39;15.62;181.48;5.25;61.13;0;1;20250519;;REGION_17;17;8;0.0333;1;2;1;320
LOAN_002417;T;CUST_00005;4;A;A;0;20250910;1;1;0;20250910;48250;49680;0;0;0;0;4.61;0;0;1;20250627;;REGION_5;17;3;0.0515;1;2;5;28
LOAN_002418;V;CUST_00114;4;A;A;0;20250910;1;1;0;20250910;21430;19450;0;0;0;0;4.95;0;0;1;20250627;;REGION_36;17;3;0.0208;1;2;7;163
LOAN_002419;V;CUST_01353;4;A;A;0;20250814;1;2;0;20250717;251780;236020;5.94;7042.64;0;0;5.48;463.72;0;1;20250616;;REGION_1;17;4;0.0424;1;2;11;893
LOAN_002420;V;CUST_01354;4;A;A;0;20250927;2;3;0;20250728;351230;362490;3.17;1646.39;0;0;5.45;68.86;0;1;20250630;;REGION_17;17;5;0.0300;1;2;12;562
LOAN_002421;T;CUST_01355;4;A;A;0;20260302;9;8;0;20250703;15960;14060;3.94;16.28;0;0;5.38;0.86;0;1;20250602;;REGION_6;17;2;0.0494;1;2;7;5
LOAN_002422;T;CUST_00243;4;A;A;0;20251224;5;6;0;20250725;50770;51010;2.15;251.67;0;0;5.25;12.16;0;1;20250626;;REGION_7;17;5;0.0093;1;2;12;115
LOAN_002423;T;CUST_01356;4;A;A;0;20251209;6;5;0;20250711;44090;53990;4.99;2387.93;14.92;316.53;5.06;120.87;0;1;20250611;;REGION_20;17;7;0.0165;1;2;3;249
LOAN_002424;V;CUST_00034;4;A;A;0;20250906;1;1;0;20250906;18290;18340;0;0;0;0;5.49;0;0;1;20250623;;REGION_17;17;7;0.0150;1;2;1;811
LOAN_002425;T;CUST_00127;4;A;A;0;20251227;5;5;0;20250725;44690;55150;3.83;316.45;0;0;4.86;16.46;0;1;20250629;;REGION_35;17;4;0.0477;1;2;6;217
LOAN_002426;V;CUST_01357;4;A;A;0;20250825;1;2;0;20250725;147960;157740;6.42;2698.44;0;0;5.12;118.60;0;1;20250627;;REGION_1;17;7;0.0246;1;2;13;384
LOAN_002427;V;CUST_00037;4;A;A;0;20250915;0;0;0;20250915;43860;43690;0;0;0;0;5.46;0;0;1;20250702;;REGION_1;17;9;0.0413;1;2;6;908
LOAN_002428;T;CUST_00170;4;A;A;0;20250725;1;0;0;20250626;68810;40320;4.60;548.51;0;0;5.43;27.94;0;1;20250526;;REGION_28;17;8;0.0097;1;2;11;335
LOAN_002429;V;CUST_00730;4;A;A;0;20260422;10;9;2;20250522;147170;131450;5.54;4264.95;0;0;4.98;189.19;0;1;20250422;;REGION_22;17;6;0.0226;1;2;13;356
LOAN_002430;T;CUST_00162;4;A;A;0;20250906;0;0;0;20250906;14090;12180;0;0;0;0;5.25;0;0;1;20250623;;REGION_1;17;3;0.0429;1;2;6;658
LOAN_002431;V;CUST_00019;4;A;A;0;20250909;0;0;0;20250909;7260;7060;0;0;0;0;5.32;0;0;1;20250626;;REGION_13;17;10;0.0117;1;2;3;847
LOAN_002432;V;CUST_00013;4;A;A;0;20250912;0;0;0;20250912;15340;14030;0;0;0;0;5.25;0;0;1;20250629;;REGION_9;17;8;0.0279;1;2;10;577
LOAN_002433;T;CUST_01358;4;A;A;0;20260507;10;10;0;20250607;15900;16590;0;0;15.18;0;5.26;0;0;1;20250507;;REGION_1;17;6;0.0311;1;2;11;767
LOAN_002434;T;CUST_00158;4;A;A;0;20250906;0;1;0;20250906;40020;36170;0;0;0;0;4.56;0;0;1;20250623;;REGION_37;17;9;0.0470;1;2;4;262
LOAN_002435;V;CUST_00047;4;A;A;0;20250912;1;1;0;20250912;11840;12790;0;0;0;0;5.05;0;0;1;20250629;;REGION_1;17;1;0.0298;1;2;8;84
LOAN_002436;T;CUST_00976;4;A;A;55;20260205;9;7;1;20250507;114680;87090;1.78;1522.36;0;0;4.89;90.16;0;1;20250407;;REGION_32;17;9;0.0200;1;2;3;362
LOAN_002437;V;CUST_00047;4;A;A;0;20250906;0;1;0;20250906;15810;13920;0;0;0;0;4.80;0;0;1;20250623;;REGION_1;17;6;0.0113;1;2;8;990
LOAN_002438;T;CUST_01359;4;A;A;0;20260408;9;10;0;20250709;146750;163210;6.01;6313.48;0;0;5.09;345.15;0;1;20250608;;REGION_49;17;10;0.0295;1;2;10;363
LOAN_002439;T;CUST_00127;4;A;A;0;20251228;6;6;0;20250728;55500;50030;3.27;262.82;0;0;5.21;12.19;0;1;20250630;;REGION_35;17;8;0.0336;1;2;2;610
LOAN_002440;T;CUST_01360;4;A;A;40;20260421;11;9;1;20250521;104090;95290;2.52;1009.63;15.76;191.45;5.00;55.22;0;1;20250421;;REGION_6;17;1;0.0140;1;2;7;800
LOAN_002441;T;CUST_01361;4;A;A;0;20260407;11;10;1;20250507;110840;90190;1.87;1558.75;13.76;218.25;4.73;75.72;0;1;20250407;;REGION_6;17;1;0.0335;1;2;7;231
LOAN_002442;T;CUST_01362;4;A;A;0;20260408;11;10;1;20250508;110910;97240;1.87;1592.91;15.76;234.84;5.24;77.03;0;1;20250408;;REGION_6;17;1;0.0469;1;2;8;286
LOAN_002443;T;CUST_01363;4;A;A;0;20250823;1;1;0;20250725;91760;80800;4.91;1433.61;0;0;5.32;77.03;0;1;20250625;;REGION_6;17;3;0.0126;1;3;4;32
LOAN_002444;V;CUST_00019;4;A;A;0;20250831;0;0;0;20250831;15270;15910;0;0;0;0;5.40;0;0;1;20250617;;REGION_13;17;3;0.0182;1;3;14;499
LOAN_002445;V;CUST_01364;4;A;A;0;20260521;12;10;0;20250621;223790;195820;3.85;2622.84;0;0;4.54;129.97;0;1;20250521;;REGION_1;17;6;0.0286;1;3;11;16
LOAN_002446;T;CUST_01365;4;A;A;87;20260312;13;8;3;20250411;73710;57950;2.18;817.13;0;0;4.70;50.62;0;1;20250312;;REGION_7;17;10;0.0270;1;3;6;41
LOAN_002447;T;CUST_01366;4;A;A;0;20260414;11;9;1;20250514;100720;89700;2.60;1591.73;0;0;4.86;72.95;0;1;20250414;;REGION_1;17;8;0.0365;1;3;8;491
LOAN_002448;T;CUST_00367;4;A;A;0;20251011;4;3;0;20250714;149530;132350;5.64;4676.22;14.92;730.49;5.37;288.02;0;1;20250613;;REGION_9;17;1;0.0112;1;3;12;681
LOAN_002449;T;CUST_01367;4;A;A;0;20260407;10;10;2;20250507;210500;182370;1.92;3019.73;15.88;444.49;4.88;122.25;0;1;20250407;;REGION_6;17;10;0.0412;1;3;1;575
LOAN_002450;V;CUST_00019;4;A;A;0;20250907;1;0;0;20250907;12260;12370;0;0;0;0;4.96;0;0;1;20250624;;REGION_13;17;2;0.0133;1;3;4;296
LOAN_002451;T;CUST_01368;4;A;A;0;20260528;12;9;1;20250628;114820;93970;3.55;695.76;0;0;4.97;32.23;0;1;20250528;;REGION_6;17;1;0.0327;1;3;5;40
LOAN_002452;T;CUST_01369;4;A;A;0;20260307;12;9;3;20250407;239990;174260;2.13;3857.18;14.52;504.18;5.33;191.77;0;1;20250307;;REGION_1;17;9;0.0182;1;3;8;270
LOAN_002453;T;CUST_01370;4;A;A;13;20260421;11;9;2;20250521;205420;166230;2.89;2408.10;15.85;338.70;5.47;124.81;0;1;20250421;;REGION_17;17;8;0.0267;1;3;3;237
LOAN_002454;V;CUST_00635;4;A;A;0;20250829;1;2;0;20250729;21150;22790;7.54;145.73;0;0;4.51;8.85;0;1;20250701;;REGION_8;17;2;0.0239;1;3;6;758
LOAN_002455;V;CUST_00019;4;A;A;0;20250913;0;0;0;20250913;6100;6940;0;0;0;0;5.13;0;0;1;20250630;;REGION_13;17;9;0.0459;1;3;9;9
LOAN_002456;T;CUST_01371;4;A;A;54;20260408;11;10;2;20250508;110820;94250;1.75;1580.67;14.19;205.59;5.49;75.91;0;1;20250408;;REGION_8;17;9;0.0485;1;3;2;563
LOAN_002457;V;CUST_00047;4;A;A;0;20250908;0;1;0;20250908;40690;39050;0;0;0;0;4.76;0;0;1;20250625;;REGION_1;17;4;0.0303;1;3;10;798
LOAN_002458;T;CUST_01372;4;A;A;0;20251210;5;5;0;20250713;56460;48570;0;0;0;0;5.36;0;0;1;20250612;;REGION_1;17;10;0.0352;1;3;8;423
LOAN_002459;V;CUST_00014;4;A;A;0;20250820;1;0;0;20250820;39500;38690;0;0;0;0;5.42;0;0;1;20250606;;REGION_1;17;7;0.0154;1;3;3;37
LOAN_002460;T;CUST_01373;4;A;A;0;20250807;2;2;0;20250710;36640;33070;5.49;1637.72;14.77;206.14;5.41;79.93;0;1;20250609;;REGION_6;17;6;0.0188;1;3;6;624
LOAN_002461;V;CUST_01374;4;A;A;0;20251021;3;4;0;20250724;553110;477980;5.12;9457.37;0;0;4.82;455.42;0;1;20250623;;REGION_1;17;5;0.0344;1;3;6;468
LOAN_002462;V;CUST_00004;4;A;A;0;20250726;0;1;0;20250726;7870;6030;0;0;0;0;5.12;0;0;1;20250512;;REGION_4;17;5;0.0236;1;3;8;566
LOAN_002463;T;CUST_01375;4;A;A;0;20260527;12;10;0;20250627;152400;140810;4.25;1174.50;0;0;5.45;66.94;0;1;20250527;;REGION_4;17;6;0.0297;1;3;13;555
LOAN_002464;T;CUST_01376;4;A;A;45;20260425;12;9;2;20250523;218190;165030;2.74;1770.30;0;0;4.86;96.57;0;1;20250425;;REGION_6;17;9;0.0475;1;3;6;605
LOAN_002465;T;CUST_01377;4;A;A;0;20260426;10;10;0;20250725;339690;304560;3.94;2789.81;0;0;4.64;178.34;0;1;20250627;;REGION_1;17;8;0.0281;1;3;2;17
LOAN_002466;T;CUST_01378;4;A;A;0;20260226;11;7;3;20250328;101650;64950;5.47;739.55;15.24;116.08;5.05;45.82;0;1;20250226;;REGION_6;17;4;0.0184;1;3;13;766
LOAN_002467;V;CUST_00034;4;A;A;0;20250909;0;1;0;20250909;18640;18360;0;0;0;0;4.63;0;0;1;20250626;;REGION_17;17;10;0.0388;1;3;12;544
LOAN_002468;T;CUST_01379;4;A;A;0;20260518;11;11;1;20250618;147860;183820;5.57;5426.52;0;0;4.75;268.26;0;1;20250518;;REGION_1;17;9;0.0135;1;3;1;648
LOAN_002469;T;CUST_00050;4;A;A;0;20250908;1;0;0;20250908;38730;43950;0;0;0;0;5.29;0;0;1;20250625;;REGION_1;17;1;0.0158;1;3;12;697
LOAN_002470;V;CUST_01380;4;A;A;0;20251210;5;5;0;20250711;249820;244420;6.77;11622.26;0;0;5.16;572.70;0;1;20250612;;REGION_1;17;1;0.0446;1;3;13;257
LOAN_002471;V;CUST_00493;4;A;A;0;20260326;12;9;2;20250425;521760;467730;5.29;8669.10;0;0;5.47;384.99;0;1;20250326;;REGION_1;17;9;0.0526;1;3;11;99
LOAN_002472;V;CUST_00013;4;A;A;0;20250906;0;0;0;20250906;19290;19460;0;0;0;0;5.37;0;0;1;20250623;;REGION_9;17;6;0.0448;1;3;4;149
LOAN_002473;T;CUST_01381;4;A;A;0;20251128;9;4;4;20250331;113320;65400;2.66;166.17;14.13;23.65;4.90;8.03;0;1;20250228;;REGION_22;17;9;0.0435;1;3;15;946
LOAN_002474;T;CUST_00005;4;A;A;0;20250913;0;0;0;20250913;19540;18650;0;0;0;0;4.69;0;0;1;20250630;;REGION_5;17;10;0.0147;1;3;3;528
LOAN_002475;T;CUST_01382;4;A;A;0;20260523;11;10;1;20250623;239740;208580;3.95;3610.79;13.54;440.42;5.01;164.49;0;1;20250523;;REGION_17;17;7;0.0166;1;3;9;205
LOAN_002476;T;CUST_01181;4;A;A;20;20260515;11;10;0;20250613;22140;22610;3.51;583.57;13.71;91.27;4.94;30.92;0;1;20250515;;REGION_1;17;4;0.0343;1;3;6;510
LOAN_002477;V;CUST_00082;4;A;A;0;20250825;1;1;0;20250825;20110;17310;0;0;0;0;4.85;0;0;1;20250611;;REGION_31;17;10;0.0356;1;3;4;854
LOAN_002478;V;CUST_00116;4;A;A;0;20250807;2;1;0;20250710;65580;56350;6.49;3193.71;0;0;4.95;194.50;0;1;20250609;;REGION_32;17;2;0.0269;1;3;4;744
LOAN_002479;V;CUST_01383;4;A;A;0;20260326;11;8;3;20250425;256690;245120;6.00;3549.13;0;0;5.39;202.59;0;1;20250326;;REGION_1;17;7;0.0327;1;3;7;334
LOAN_002480;T;CUST_00005;4;A;A;0;20250909;0;1;0;20250909;18430;20630;0;0;0;0;5.25;0;0;1;20250626;;REGION_5;17;2;0.0502;1;3;9;506
LOAN_002481;T;CUST_00002;4;A;A;0;20250825;1;0;0;20250825;53170;51040;0;0;0;0;4.91;0;0;1;20250611;;REGION_2;17;1;0.0308;1;3;1;818
LOAN_002482;V;CUST_00001;4;A;A;0;20250908;1;1;0;20250908;32640;26210;0;0;0;0;4.82;0;0;1;20250625;;REGION_1;17;4;0.0271;1;3;4;806
LOAN_002483;V;CUST_01384;4;A;A;0;20250922;3;3;0;20250725;620440;538970;2.93;6333.46;0;0;5.40;278.83;0;1;20250624;;REGION_6;17;10;0.0302;1;3;13;100
LOAN_002484;T;CUST_00143;4;A;A;0;20251007;3;4;0;20250710;32490;25840;4.44;1158.32;0;0;4.90;55.80;0;1;20250609;;REGION_6;17;10;0.0208;1;3;10;714
LOAN_002485;V;CUST_00013;4;A;A;0;20250907;1;0;0;20250907;15950;15760;0;0;0;0;5.06;0;0;1;20250624;;REGION_9;17;6;0.0116;1;3;11;78
LOAN_002486;T;CUST_01385;4;A;A;65;20260228;11;8;3;20250331;101360;83810;2.37;187.87;0;0;4.99;10.66;0;1;20250228;;REGION_6;17;6;0.0163;1;3;3;935
LOAN_002487;V;CUST_00037;4;A;A;0;20250914;0;0;0;20250914;1280;1250;0;0;0;0;5.31;0;0;1;20250701;;REGION_1;17;4;0.0204;1;3;13;191
LOAN_002488;V;CUST_00047;4;A;A;0;20250908;1;1;0;20250908;25940;27800;0;0;0;0;4.77;0;0;1;20250625;;REGION_1;17;7;0.0395;1;3;13;909
LOAN_002489;V;CUST_00361;4;A;A;0;20250823;1;0;0;20250823;40960;41810;0;0;0;0;5.49;0;0;1;20250609;;REGION_1;17;8;0.0210;1;3;6;882
LOAN_002490;V;CUST_00004;4;A;A;0;20250824;0;1;0;20250824;52310;58510;0;0;0;0;5.03;0;0;1;20250610;;REGION_4;17;8;0.0502;1;3;13;747
LOAN_002491;T;CUST_01386;4;A;A;0;20250829;3;1;1;20250530;177880;81140;6.21;682.99;0;0;5.38;35.18;0;1;20250430;;REGION_17;17;9;0.0125;1;3;9;642
LOAN_002492;V;CUST_00019;4;A;A;0;20250908;1;0;0;20250908;13880;12810;0;0;0;0;5.23;0;0;1;20250625;;REGION_13;17;10;0.0203;1;3;5;393
LOAN_002493;V;CUST_00019;4;A;A;0;20250910;1;0;0;20250910;39960;42980;0;0;0;0;4.57;0;0;1;20250627;;REGION_13;17;9;0.0138;1;3;15;589
LOAN_002494;T;CUST_01387;4;A;A;67;20260324;12;8;2;20250424;225020;150190;2.97;1644.65;0;0;5.26;62.07;0;1;20250324;;REGION_4;17;7;0.0427;1;3;5;867
LOAN_002495;V;CUST_00037;4;A;A;0;20250831;1;0;0;20250831;9910;11880;0;0;0;0;4.56;0;0;1;20250617;;REGION_1;17;4;0.0335;1;3;11;234
LOAN_002496;T;CUST_01388;4;A;A;0;20260317;12;8;3;20250417;154620;137980;2.93;1777.33;0;0;5.06;88.80;0;1;20250317;;REGION_8;17;8;0.0296;1;3;2;143
LOAN_002497;T;CUST_00270;4;A;A;0;20251224;5;6;0;20250725;46220;54950;2.13;294.58;15.82;42.27;4.89;12.19;0;1;20250626;;REGION_1;17;8;0.0516;1;3;11;299
LOAN_002498;V;CUST_00584;4;A;A;0;20250824;2;1;0;20250725;103900;113240;6.68;1830.45;0;0;4.84;100.22;0;1;20250626;;REGION_4;17;4;0.0111;1;3;9;329
LOAN_002499;V;CUST_01389;4;A;A;30;20260407;11;10;2;20250507;692080;642770;1.83;10261.66;0;0;4.83;399.54;0;1;20250407;;REGION_1;17;8;0.0195;1;3;12;682
LOAN_002500;V;CUST_00019;4;A;A;0;20250908;1;1;0;20250908;8690;8810;0;0;0;0;4.94;0;0;1;20250625;;REGION_13;17;5;0.0190;1;3;8;467
LOAN_002501;T;CUST_01390;4;A;A;0;20260529;11;12;0;20250629;53920;51460;2.08;141.89;0;0;4.67;6.73;0;1;20250529;;REGION_9;17;9;0.0422;1;3;6;759
LOAN_002502;T;CUST_01181;4;A;A;0;20260417;11;9;1;20250516;15740;12160;2.69;213.22;16.41;38.06;4.88;10.25;0;1;20250417;;REGION_1;17;8;0.0123;1;3;1;877
LOAN_002503;V;CUST_01391;4;A;A;0;20260328;12;9;2;20250425;105910;100250;2.60;745.93;0;0;5.01;42.06;0;1;20250328;;REGION_1;17;1;0.0395;1;3;15;947
LOAN_002504;T;CUST_00598;4;A;A;0;20251219;5;6;0;20250722;9230;9190;3.84;145.15;0;0;5.01;7.25;0;1;20250621;;REGION_10;17;3;0.0157;1;3;13;666
LOAN_002505;T;CUST_00005;4;A;A;0;20250911;0;1;0;20250911;13620;15560;0;0;0;0;4.93;0;0;1;20250628;;REGION_5;17;6;0.0446;1;3;6;73
LOAN_002506;T;CUST_00963;4;A;A;0;20250929;2;3;0;20250730;792590;860900;3.25;1569.03;15.72;205.79;4.81;67.36;0;1;20250702;;REGION_6;17;10;0.0291;1;3;6;27
LOAN_002507;T;CUST_01392;4;A;A;68;20260326;11;9;3;20250425;204470;139650;4.83;2110.14;0;0;4.91;129.24;0;1;20250326;;REGION_1;17;2;0.0142;1;3;1;94
LOAN_002508;V;CUST_01393;4;A;A;55;20260411;11;9;1;20250509;134350;132920;2.85;3064.00;0;0;5.37;152.07;0;1;20250411;;REGION_1;17;5;0.0447;1;3;5;28
LOAN_002509;V;CUST_00001;4;A;A;0;20250913;1;1;0;20250913;5720;6450;0;0;0;0;4.90;0;0;1;20250630;;REGION_1;17;3;0.0276;1;3;14;150
LOAN_002510;T;CUST_00089;4;A;A;0;20250911;1;0;0;20250911;14190;12960;0;0;0;0;4.99;0;0;1;20250628;;REGION_1;17;3;0.0369;1;3;8;938
LOAN_002511;T;CUST_01394;4;A;A;0;20251212;5;6;0;20250715;44560;55930;0;0;0;0;4.82;0;0;1;20250614;;REGION_20;17;7;0.0296;1;3;13;244
LOAN_002512;T;CUST_01395;4;A;A;0;20260313;11;9;3;20250411;31100;23540;6.43;1345.12;0;0;4.70;54.48;0;1;20250313;;REGION_1;17;9;0.0265;1;3;1;65
LOAN_002513;V;CUST_00034;4;A;A;0;20250913;1;1;0;20250913;24500;20820;0;0;0;0;4.78;0;0;1;20250630;;REGION_17;17;8;0.0499;1;3;7;15
LOAN_002514;T;CUST_01396;4;A;A;94;20260226;11;8;3;20250328;74840;53350;2.26;297.11;0;0;4.60;12.86;0;1;20250226;;REGION_17;17;3;0.0434;1;3;5;486
LOAN_002515;T;CUST_00005;4;A;A;0;20250903;0;0;0;20250903;74460;71340;0;0;0;0;5.25;0;0;1;20250620;;REGION_5;17;3;0.0208;1;3;10;744
LOAN_002516;V;CUST_00037;4;A;A;0;20250807;0;0;0;20250807;1590;1620;0;0;0;0;4.73;0;0;1;20250524;;REGION_1;17;7;0.0253;1;3;9;876
LOAN_002517;T;CUST_00241;4;A;A;0;20250825;1;1;0;20250825;9110;7730;0;0;0;0;5.02;0;0;1;20250611;;REGION_1;17;5;0.0158;1;3;10;413
LOAN_002518;V;CUST_00001;4;A;A;0;20250914;1;1;0;20250914;53830;56310;0;0;0;0;5.45;0;0;1;20250701;;REGION_1;17;3;0.0259;1;3;4;641
LOAN_002519;T;CUST_01397;4;A;A;26;20260409;11;10;1;20250509;156070;110190;1.77;1753.09;14.12;289.07;4.70;95.49;0;1;20250409;;REGION_6;17;4;0.0321;1;3;7;498
LOAN_002520;T;CUST_01398;4;A;A;57;20260312;12;9;3;20250411;149930;133980;2.45;1786.57;16.25;286.76;4.53;100.24;0;1;20250312;;REGION_1;17;2;0.0522;1;3;3;407
LOAN_002521;V;CUST_00037;4;A;A;0;20250913;0;1;0;20250913;4780;5030;0;0;0;0;4.67;0;0;1;20250630;;REGION_1;17;6;0.0348;1;3;10;557
LOAN_002522;V;CUST_00114;4;A;A;0;20250913;1;1;0;20250913;13780;16140;0;0;0;0;4.77;0;0;1;20250630;;REGION_36;17;5;0.0149;1;3;11;156
LOAN_002523;T;CUST_01399;4;A;A;0;20260126;8;6;2;20250528;44570;40950;3.78;311.37;0;0;5.04;15.09;0;1;20250427;;REGION_4;17;2;0.0423;1;3;15;698
LOAN_002524;T;CUST_01400;4;A;A;0;20251121;4;4;0;20250724;92050;91250;4.96;1753.47;15.46;280.94;5.29;79.10;0;1;20250623;;REGION_6;17;9;0.0181;1;3;6;259
LOAN_002525;T;CUST_01401;4;A;A;0;20251213;5;5;0;20250716;57470;52320;0;0;14.81;0;4.79;0;0;1;20250615;;REGION_6;17;1;0.0367;1;3;5;735
